gpscoordinates_longitude,email,complaint_type,location,CreatedAt,title,citizenName,category,economicImpact,environmentalImpact,emotion,lastUpdatedDate,ResolutionTime,tehsil,id,complaintType,socialImpact,pincode,status,district,date,submissionDate,complaint,contactNumber,updatedAt,relatedPolicies,subcategory,urgencyLevel,ward,gpscoordinates_latitude,isAnonymous,estimated,departmentAssigned
78.8583,example1658@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1658,Amit Sharma,Education,Increased private tuition costs,None,Concern,2025-02-05,23,N/A,1658,Education,Poor educational outcomes,284302,In Progress,Erich,,2025-02-05,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",8773668522,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,25.125,False,63,Education Department
78.3167,example1659@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1659,Vijay Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,13,N/A,1659,Water Supply,Disruption of daily life and hygiene,283111,In Progress,Fatehabad,,2025-02-05,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,7235972561,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.0167,False,39,Water Supply Department
82.1167,example1660@gmail.com,,"Bijnor, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1660,Suresh Yadav,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,4,N/A,1660,Electricity,Disruption of daily activities,221508,In Progress,Saidabad,,2025-02-05,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,9572681913,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,25.3833,True,35,Electricity Department
82.1833,example1661@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1661,Rakesh Kumar,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,27,N/A,1661,Garbage,Health hazards and unhygienic conditions,221503,Open,Handia,,2025-02-05,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,9795813651,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,25.3833,False,53,Sanitation Department
82.4167,example1662@gmail.com,,"Ghaziabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1662,Anil Gupta,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,28,N/A,1662,Roads,Increased accidents and injuries,271605,Open,Itei Rampur,,2025-02-05,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,7429415489,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,27.3167,True,4,Public Works Department
83.0,example1663@gmail.com,,"Varanasi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1663,Rajesh Yadav,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,5,N/A,1663,Public Transport,Inconvenience for daily commuters,221003,Open,Varanasi,,2025-02-05,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,9907146168,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,25.3333,True,5,Transport Department
77.7833,example1664@gmail.com,,"Bareilly, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1664,Sanjay Kumar,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,13,N/A,1664,Health Services,Poor health outcomes,245102,In Progress,Industrial Estate Hapur,,2025-02-05,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,9317721463,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,28.7167,False,82,Health Department
81.7729,example1665@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1665,Ravi Sharma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,30,N/A,1665,Police & Law,Increased fear and insecurity among residents,232118,In Progress,Sahab Ganj,,2025-02-05,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,7793772290,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.2962,False,59,Police Department
81.8583,example1666@gmail.com,,"Saharanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1666,Amit Verma,Education,Increased private tuition costs,None,Concern,2025-02-05,20,N/A,1666,Education,Poor educational outcomes,211008,Closed,Labour Colony,,2025-02-05,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,8838526119,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,25.425,False,86,Education Department
79.65,example1667@gmail.com,,"Muzaffarnagar, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1667,Vijay Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,3,N/A,1667,Water Supply,Disruption of daily life and hygiene,209738,Closed,Umarda,,2025-02-05,"पानी की सप्लाई बहुत अस्थिर रहती है। कभी बहुत कम पानी आता है, तो कभी बिल्कुल नहीं आता।",9745136412,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.05,False,69,Water Supply Department
82.9833,example1668@gmail.com,,"Aligarh, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1668,Suresh Singh,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,28,N/A,1668,Electricity,Disruption of daily activities,276208,Closed,Deogaon,,2025-02-05,बिजली की समस्याएं और बढ़ रही हैं। गर्मी में बिजली के बिना रहना बहुत कठिन हो जाता है।,8514953743,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,25.75,True,32,Electricity Department
77.2167,example1669@gmail.com,,"Lucknow, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1669,Rakesh Yadav,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,8,N/A,1669,Garbage,Health hazards and unhygienic conditions,250609,In Progress,Baghpat,,2025-02-05,कूड़ा उठाने वाली गाड़ी कभी भी समय पर नहीं आती। कूड़ा सड़कों पर पड़ा रहता है।,6514044899,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,28.95,False,98,Sanitation Department
83.5,example1670@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1670,Anil Verma,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,20,N/A,1670,Roads,Increased accidents and injuries,277218,Closed,Rajpur (Ballia),,2025-02-05,सड़कें खस्ता हालत में हैं। गड्ढों के कारण गाड़ी चलाना मुश्किल हो गया है।,7655685688,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,24.2833,True,74,Public Works Department
82.1167,example1671@gmail.com,,"Jhansi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1671,Rajesh Kumar,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,18,N/A,1671,Public Transport,Inconvenience for daily commuters,230127,Closed,Dalippur,,2025-02-05,बसों की हालत बहुत खराब हो गई है। सीटें भी बहुत गंदी रहती हैं।,6876296963,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,25.85,False,27,Transport Department
80.65,example1672@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1672,Suresh Verma,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,2,N/A,1672,Health Services,Poor health outcomes,210129,Open,Naraini,,2025-02-05,सरकारी अस्पतालों में दवाइयों की कमी और डॉक्टरों की अनुपस्थिति से मरीजों को बहुत तकलीफ होती है।,8099887861,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,25.6083,True,62,Health Department
81.0333,example1673@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1673,Ravi Sharma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,21,N/A,1673,Police & Law,Increased fear and insecurity among residents,229203,Closed,Dalmau,,2025-02-05,पुलिस अपराधियों के खिलाफ कार्रवाई नहीं करती। स्थिति और भी बिगड़ रही है।,6100804953,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.0667,True,42,Police Department
77.7567,example1674@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1674,Amit Kumar,Education,Increased private tuition costs,None,Concern,2025-02-05,22,N/A,1674,Education,Poor educational outcomes,281001,Closed,Lal Darwaza,,2025-02-05,"स्कूलों में बच्चों को सही शिक्षा नहीं मिल रही। बहुत सी चीजें जो जीवन के लिए जरूरी हैं, वो भी नहीं सिखाई जातीं।",9370811557,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,27.5933,True,77,Education Department
83.7,example1675@gmail.com,,"Mathura, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1675,Vijay Verma,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,23,N/A,1675,Water Supply,Disruption of daily life and hygiene,273409,Open,Deidiha,,2025-02-05,पानी की सप्लाई बहुत अस्थिर हो गई है। कई बार पूरे दिन पानी नहीं आता।,8387988964,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.4333,False,39,Water Supply Department
83.0167,example1676@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1676,Rajesh Verma,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,9,N/A,1676,Electricity,Disruption of daily activities,222125,Closed,Badiapur,,2025-02-05,गर्मी के मौसम में बिजली की कटौती बहुत बढ़ गई है। कई बार तो घंटों बिजली चली जाती है।,8887124445,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,25.6,False,5,Electricity Department
77.3067,example1677@gmail.com,,Kanpur,2025-02-05 01:41:04,Sample Title 1677,Ravi Yadav,Healthcare,Increased medical expenses,None,Concerned,2025-02-05,4,N/A,1677,Health Services,Poor health outcomes,229407,Open,Garhi,,2025-02-05,"Kanpur mein hospitals mein treatment ki quality bilkul bekar ho gayi hai, bahut der tak wait karna padta hai.",6479642221,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,29.5489,True,37,Health Department
82.3833,example1678@gmail.com,,Agra,2025-02-05 01:41:04,Sample Title 1678,Sakshi Gupta,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Angry,2025-02-05,26,N/A,1678,Roads,Increased accidents and injuries,228132,Open,Deara,,2025-02-05,"Agra ke main roads pe potholes hai jo kaafi dangerous hai, aur koi bhi repair ka kaam nahi ho raha hai.",9569743371,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,26.1667,False,93,Public Works Department
79.4167,example1679@gmail.com,,Moradabad,2025-02-05 01:41:04,Sample Title 1679,Anil Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustrated,2025-02-05,13,N/A,1679,Water Supply,Disruption of daily life and hygiene,243123,Closed,Nakatia Nala,,2025-02-05,Moradabad mein paani ki supply kaafi irregular ho gayi hai. Humare ghar mein ek mahine se paani ka issue chal raha hai.,6254146632,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,28.3833,True,60,Water Supply Department
82.7889,example1680@gmail.com,,Aligarh,2025-02-05 01:41:04,Sample Title 1680,Kiran Kumari,Law Enforcement,Loss of business due to crime,None,Upset,2025-02-05,30,N/A,1680,Police & Law,Increased fear and insecurity among residents,231002,In Progress,Laldigi,,2025-02-05,"Aligarh mein police ka response kaafi slow hai. Recently kuch logon ne mujhe darpoks kiya, par police ne koi action nahi liya.",8993788435,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,24.8167,False,83,Police Department
77.0667,example1681@gmail.com,Traffic,Bareilly,2025-02-05 01:41:04,Sample Title 1681,Anjali Gupta,,,,Irritated,2025-02-05,19,N/A,1681,,,202394,In Progress,Jahangirabad Bulandshahr,,2025-02-05,"Traffic signal kaam nahi karta, log apni marzi se gadi chalate hain.",8175901551,2025-02-05 01:41:04,,,,N/A,26.4,False,10,
77.6571,example1682@gmail.com,Waste Management,Aligarh,2025-02-05 01:41:04,Sample Title 1682,Kishore Kumar,,,,Disgusted,2025-02-05,18,N/A,1682,,,202001,Open,Darwaza,,2025-02-05,"Gali ke kone mein kachra pichle mahine se pada hai, safai kaam nahi ho raha.",6683744122,2025-02-05 01:41:04,,,,N/A,27.225,False,86,
78.4,example1683@gmail.com,Health,Kanpur,2025-02-05 01:41:04,Sample Title 1683,Sandeep Singh,,,,Concerned,2025-02-05,22,N/A,1683,,,202521,In Progress,Babrala,,2025-02-05,"Hospital mein dawaiyon ki kami ho gayi hai, emergency ka solution nahi mil raha.",8472138769,2025-02-05 01:41:04,,,,N/A,28.2667,True,88,
78.575,example1684@gmail.com,Education,Agra,2025-02-05 01:41:04,Sample Title 1684,Nisha Verma,,,,Frustrated,2025-02-05,26,N/A,1684,,,207122,In Progress,Kalan,,2025-02-05,"School ki fees bahut zyada ho gayi hai, students ko padhayi ka maza nahi aa raha.",8761935229,2025-02-05 01:41:04,,,,N/A,28.0667,False,32,
80.7167,example1685@gmail.com,Crime,Ghaziabad,2025-02-05 01:41:04,Sample Title 1685,Rajesh Pandey,,,,Fearful,2025-02-05,23,N/A,1685,,,210121,Closed,Baberu,,2025-02-05,"Raat ko ghar ke aas paas baar baar chori ho rahi hai, police kuch nahi kar rahi.",7773432057,2025-02-05 01:41:04,,,,N/A,25.55,False,53,
79.625,example1686@gmail.com,Public Services,Meerut,2025-02-05 01:41:04,Sample Title 1686,Priya Chauhan,,,,Disappointed,2025-02-05,8,N/A,1686,,,242228,Closed,Kamal Mainpur,,2025-02-05,"Sarkari kaam mein delay ho raha hai, bahut samay waste hota hai.",8045219319,2025-02-05 01:41:04,,,,N/A,27.7583,False,32,
77.3,example1687@gmail.com,Water Supply,Lucknow,2025-02-05 01:41:04,Sample Title 1687,Vishal Mehta,,,,Annoyed,2025-02-05,25,N/A,1687,,,247342,Open,Nakur,,2025-02-05,"Paani ka supply kisi time pe nahi hota, poore din ka schedule band ho jaata hai.",9713505275,2025-02-05 01:41:04,,,,N/A,29.9167,True,37,
80.6417,example1688@gmail.com,Crime,Varanasi,2025-02-05 01:41:04,Sample Title 1688,Sita Devi,,,,Angry,2025-02-05,7,N/A,1688,,,209861,Open,Gangaghat (Unnao),,2025-02-05,"Bachpan se hi gunde gali mein ghoom rahe hain, koi action nahi liya jaa raha.",7978090570,2025-02-05 01:41:04,,,,N/A,26.7,True,97,
77.7567,example1689@gmail.com,Corruption,Allahabad,2025-02-05 01:41:04,Sample Title 1689,Karan Yadav,,,,Frustrated,2025-02-05,17,N/A,1689,,,281002,Open,Sadar Bazar,,2025-02-05,"Har sarkari kaam karte waqt paise ki maang hoti hai, kaise kaam karein?",8131835014,2025-02-05 01:41:04,,,,N/A,27.5933,False,64,
80.2667,example1690@gmail.com,Crime,Noida,2025-02-05 01:41:04,Sample Title 1690,Ruchi Gupta,,,,Fearful,2025-02-05,15,N/A,1690,,,208010,In Progress,Tannery (J K Puri),,2025-02-05,"Gali mein baar baar aise log dikhaayi dete hain jo safe nahi lagte, dar lagta hai.",9715670457,2025-02-05 01:41:04,,,,N/A,26.4833,False,64,
80.9667,example1691@gmail.com,Law & Order,Agra,2025-02-05 01:41:04,Sample Title 1691,Sanjay Tripathi,,,,Helpless,2025-02-05,18,N/A,1691,,,210206,Open,Pahari,,2025-02-05,"Raat ke samay choriyaan badh gayi hain, humare area mein kuch nahi ho raha.",6342090610,2025-02-05 01:41:04,,,,N/A,25.35,True,45,
83.1833,example1692@gmail.com,Infrastructure,Lucknow,2025-02-05 01:41:04,Sample Title 1692,Komal Mishra,,,,Irritated,2025-02-05,1,N/A,1692,,,276123,Closed,Tarwa,,2025-02-05,"Sadak ke kaam ki wajah se garmi mein pareshani ho rahi hai, dust sab jagah hai.",7355414721,2025-02-05 01:41:04,,,,N/A,25.7667,True,95,
78.2722,example1693@gmail.com,Waste Management,Varanasi,2025-02-05 01:41:04,Sample Title 1693,Harish Kumar,,,,Disgusted,2025-02-05,20,N/A,1693,,,249402,In Progress,Bahadurabad,,2025-02-05,"Gali mein kachra nahi uthta, gali ki safai ka koi dhyaan nahi rakha jaata.",9751733810,2025-02-05 01:41:04,,,,N/A,30.0667,True,74,
83.7,example1694@gmail.com,Crime,Aligarh,2025-02-05 01:41:04,Sample Title 1694,Poonam Agarwal,,,,Fearful,2025-02-05,9,N/A,1694,,,273409,In Progress,Deidiha,,2025-02-05,"Gali mein har waqt youth groups dikhaayi dete hain, dar lagta hai kuch ho na jaaye.",6945330558,2025-02-05 01:41:04,,,,N/A,27.4333,True,46,
82.4525,example1695@gmail.com,Water Supply,Meerut,2025-02-05 01:41:04,Sample Title 1695,Ajay Yadav,,,,Annoyed,2025-02-05,15,N/A,1695,,,233228,In Progress,Tajpur Dehma,,2025-02-05,Water ka pressure itna kam ho gaya hai ki pyaas bujhana mushkil ho gaya hai.,9481890906,2025-02-05 01:41:04,,,,N/A,25.5168,True,52,
78.2333,example1696@gmail.com,Law & Order,Kanpur,2025-02-05 01:41:04,Sample Title 1696,Sunita Rani,,,,Fearful,2025-02-05,5,N/A,1696,,,244225,Open,Bachraon,,2025-02-05,"Baar baar robbery aur fight ki reports sunne ko milti hain, security ko improve karo.",9073870220,2025-02-05 01:41:04,,,,N/A,28.85,True,87,
82.85,example1697@gmail.com,Traffic,Lucknow,2025-02-05 01:41:04,Sample Title 1697,Brijesh Kumar,,,,Frustrated,2025-02-05,26,N/A,1697,,,224122,In Progress,Akbarpur (Faizabad),,2025-02-05,"Road pe car ke signals nahi hote, har jagah traffic jam hota hai.",7329710929,2025-02-05 01:41:04,,,,N/A,26.3667,True,95,
79.9833,example1698@gmail.com,Health,Agra,2025-02-05 01:41:04,Sample Title 1698,Gaurav Mishra,,,,Concerned,2025-02-05,7,N/A,1698,,,226006,Open,H E School,,2025-02-05,Kuch hospitals mein basic medicines bhi available nahi hoti.,7418619614,2025-02-05 01:41:04,,,,N/A,27.5167,True,38,
78.8583,example1699@gmail.com,Power Supply,Ghaziabad,2025-02-05 01:41:04,Sample Title 1699,Rashmi Agarwal,,,,Annoyed,2025-02-05,30,N/A,1699,,,284125,In Progress,Lakeview C P O,,2025-02-05,"Bijli kabhi bhi chalti rehti hai, din bhar kaam kaise karein?",7153412084,2025-02-05 01:41:04,,,,N/A,25.125,False,16,
81.1167,example1700@gmail.com,Crime,Kanpur,2025-02-05 01:41:04,Sample Title 1700,Amit Jaiswal,,,,Angry,2025-02-05,23,N/A,1700,,,229301,Open,Bachhrawan,,2025-02-05,"Gunde har waqt gali mein ghoom rahe hain, police ko inform kiya tha lekin koi action nahi liya.",9511569401,2025-02-05 01:41:04,,,,N/A,26.4833,False,14,
80.2667,example1701@gmail.com,Crime,Lucknow,2025-02-05 01:41:04,Sample Title 1701,Pragya Yadav,,,,Fearful,2025-02-05,8,N/A,1701,,,208013,Closed,C O D Kanpur,,2025-02-05,"School ke baad ghar jaate waqt zyada dar lagta hai, criminal activity badh gayi hai.",7805707920,2025-02-05 01:41:04,,,,N/A,26.4833,False,72,
82.7,example1702@gmail.com,Water Supply,Aligarh,2025-02-05 01:41:04,Sample Title 1702,Suraj Kumar,,,,Annoyed,2025-02-05,12,N/A,1702,,,272192,In Progress,Itwa,,2025-02-05,"Paani ke time pe kaafi pareshani hoti hai, baar baar leakage hote hain.",9499464047,2025-02-05 01:41:04,,,,N/A,27.3333,False,32,
81.2722,example1703@gmail.com,Waste Management,Meerut,2025-02-05 01:41:04,Sample Title 1703,Aarti Chaudhary,,,,Disgusted,2025-02-05,13,N/A,1703,,,229310,Closed,Deeh,,2025-02-05,"Gali ke kone mein kaafi kachra pada hai, safai abhi tak nahi hui.",7313373547,2025-02-05 01:41:04,,,,N/A,26.3611,False,14,
83.5,example1704@gmail.com,Traffic,Varanasi,2025-02-05 01:41:04,Sample Title 1704,Shivendra Singh,,,,Frustrated,2025-02-05,17,N/A,1704,,,277127,In Progress,Nagar,,2025-02-05,"Sadak par parking ke liye jagah nahi milti, har time traffic jam lagta hai.",8007796442,2025-02-05 01:41:04,,,,N/A,24.2833,False,51,
78.3167,example1705@gmail.com,Crime,Ghaziabad,2025-02-05 01:41:04,Sample Title 1705,Shalini Rani,,,,Fearful,2025-02-05,26,N/A,1705,,,283111,In Progress,Fatehabad,,2025-02-05,"Baar baar raat ko street lights band hoti hain, isse gunde kaafi zyada ho gaye hain.",8445465753,2025-02-05 01:41:04,,,,N/A,27.0167,False,63,
77.4158,example1706@gmail.com,Education,Agra,2025-02-05 01:41:04,Sample Title 1706,Ramesh Chandra,,,,Disappointed,2025-02-05,26,N/A,1706,,,247452,In Progress,Nanauta,,2025-02-05,"School ka syllabus bahut zyada badh gaya hai, bachpan ka maza chala gaya.",7799889999,2025-02-05 01:41:04,,,,N/A,29.7125,True,11,
78.6778,example1707@gmail.com,Corruption,Varanasi,2025-02-05 01:41:04,Sample Title 1707,Priti Kumari,,,,Angry,2025-02-05,9,N/A,1707,,,244102,In Progress,Pakbara,,2025-02-05,"Sarkari kaam karane ke liye har baar daam dena padta hai, kaise kaam ho sakta hai?",6767816493,2025-02-05 01:41:04,,,,N/A,29.0889,False,65,
78.2833,example1708@gmail.com,Infrastructure,Kanpur,2025-02-05 01:41:04,Sample Title 1708,Naveen Yadav,,,,Frustrated,2025-02-05,28,N/A,1708,,,246726,Closed,Haldaur,,2025-02-05,"Sadak par har jagah gaddhe hain, chalna bilkul mushkil ho gaya hai.",7297811398,2025-02-05 01:41:04,,,,N/A,29.3,False,90,
77.85,example1709@gmail.com,Crime,Lucknow,2025-02-05 01:41:04,Sample Title 1709,Sunil Agarwal,,,,Fearful,2025-02-05,11,N/A,1709,,,245205,Closed,Garhmuktehswar,,2025-02-05,"Ab raat ko bahar jaana mushkil ho gaya hai, kahi bhi crime ho sakta hai.",8378143328,2025-02-05 01:41:04,,,,N/A,28.7167,False,49,
77.3378,example1710@gmail.com,Waste Management,Allahabad,2025-02-05 01:41:04,Sample Title 1710,Alok Tripathi,,,,Disgusted,2025-02-05,27,N/A,1710,,,222136,Open,Jalalpur Jaunpur,,2025-02-05,"Gali mein safai nahi ho rahi, har jagah gandagi bhari rehti hai.",9600405268,2025-02-05 01:41:04,,,,N/A,29.6522,True,66,
79.9833,example1711@gmail.com,Law & Order,Meerut,2025-02-05 01:41:04,Sample Title 1711,Asha Yadav,,,,Fearful,2025-02-05,8,N/A,1711,,,226016,In Progress,Nagar Lucknow,,2025-02-05,Gali mein har waqt log aise rehte hain jo aapko dekh kar dar dete hain.,8675141552,2025-02-05 01:41:04,,,,N/A,27.5167,True,96,
81.5111,example1712@gmail.com,,"Jhansi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1712,Ravi Kumar,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,8,N/A,1712,Health Services,Poor health outcomes,227116,Closed,Rahimbad,,2025-02-05,सरकारी अस्पतालों में मरीजों को इलाज देने की कोई व्यवस्था नहीं है। डॉक्टर भी बुरी हालत में हैं।,7684883201,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,26.5278,False,93,Health Department
80.9167,example1713@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1713,Suman Verma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,21,N/A,1713,Police & Law,Increased fear and insecurity among residents,210125,Open,Kamasin,,2025-02-05,पुलिस अपराधियों के खिलाफ कोई कार्रवाई नहीं करती। अपराध बढ़ते जा रहे हैं।,8699000931,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,25.5167,True,73,Police Department
82.85,example1714@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1714,Amit Sharma,Education,Increased private tuition costs,None,Concern,2025-02-05,4,N/A,1714,Education,Poor educational outcomes,224175,Open,Rajeshultanpur,,2025-02-05,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",8322289913,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,26.3667,True,68,Education Department
82.85,example1715@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1715,Vijay Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,3,N/A,1715,Water Supply,Disruption of daily life and hygiene,224198,In Progress,Indiapur,,2025-02-05,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,6662899933,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,26.3667,True,66,Water Supply Department
83.3417,example1716@gmail.com,,"Bijnor, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1716,Suresh Yadav,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,23,N/A,1716,Electricity,Disruption of daily activities,276137,Closed,Maharajganj (Azamgarh),,2025-02-05,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,9162971825,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,26.5417,True,37,Electricity Department
81.8583,example1717@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1717,Rakesh Kumar,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,19,N/A,1717,Garbage,Health hazards and unhygienic conditions,211001,Open,C D A (PENSiON),,2025-02-05,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,9071427254,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,25.425,False,57,Sanitation Department
82.2167,example1718@gmail.com,,"Ghaziabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1718,Anil Gupta,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,27,N/A,1718,Roads,Increased accidents and injuries,222303,Closed,Maharanj,,2025-02-05,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,6036026152,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,26.15,False,40,Public Works Department
79.675,example1719@gmail.com,,"Varanasi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1719,Rajesh Yadav,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,24,N/A,1719,Public Transport,Inconvenience for daily commuters,210423,In Progress,Jaitpur (Hamirpur),,2025-02-05,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,9910526115,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,25.3667,False,60,Transport Department
